,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
6178,6179,2011-09-20,3,0,9,0,0,2,1,2,0.56,0.5303,0.73,0.1642,25
6179,6180,2011-09-20,3,0,9,1,0,2,1,2,0.54,0.5152,0.88,0.1642,14
6180,6181,2011-09-20,3,0,9,2,0,2,1,2,0.54,0.5152,0.88,0.1642,5
6181,6182,2011-09-20,3,0,9,3,0,2,1,2,0.54,0.5152,0.83,0.2239,3
6182,6183,2011-09-20,3,0,9,4,0,2,1,1,0.54,0.5152,0.88,0.19399999999999998,6
6183,6184,2011-09-20,3,0,9,5,0,2,1,2,0.54,0.5152,0.88,0.19399999999999998,22
6184,6185,2011-09-20,3,0,9,6,0,2,1,2,0.54,0.5152,0.88,0.19399999999999998,114
6185,6186,2011-09-20,3,0,9,7,0,2,1,2,0.54,0.5152,0.88,0.1642,329
6186,6187,2011-09-20,3,0,9,8,0,2,1,3,0.54,0.5152,0.94,0.2537,209
6187,6188,2011-09-20,3,0,9,9,0,2,1,3,0.54,0.5152,0.94,0.2239,69
6188,6189,2011-09-20,3,0,9,10,0,2,1,3,0.56,0.5303,0.88,0.1642,30
6189,6190,2011-09-20,3,0,9,11,0,2,1,3,0.56,0.5303,0.88,0.1642,56
6190,6191,2011-09-20,3,0,9,12,0,2,1,2,0.56,0.5303,0.94,0.1642,60
6191,6192,2011-09-20,3,0,9,13,0,2,1,2,0.56,0.5303,0.94,0.1343,103
6192,6193,2011-09-20,3,0,9,14,0,2,1,2,0.58,0.5455,0.88,0.19399999999999998,112
6193,6194,2011-09-20,3,0,9,15,0,2,1,2,0.62,0.5909,0.78,0.1045,192
6194,6195,2011-09-20,3,0,9,16,0,2,1,2,0.6,0.5606,0.83,0.1642,264
6195,6196,2011-09-20,3,0,9,17,0,2,1,1,0.6,0.5606,0.83,0.1045,511
6196,6197,2011-09-20,3,0,9,18,0,2,1,1,0.6,0.5606,0.83,0.1045,492
6197,6198,2011-09-20,3,0,9,19,0,2,1,1,0.58,0.5455,0.88,0.0,337
6198,6199,2011-09-20,3,0,9,20,0,2,1,1,0.56,0.5303,0.94,0.0,253
6199,6200,2011-09-20,3,0,9,21,0,2,1,1,0.56,0.5303,0.94,0.0,206
6200,6201,2011-09-20,3,0,9,22,0,2,1,1,0.56,0.5303,0.94,0.0,148
6201,6202,2011-09-20,3,0,9,23,0,2,1,1,0.56,0.5303,0.94,0.0,81
6202,6203,2011-09-21,3,0,9,0,0,3,1,1,0.54,0.5152,1.0,0.0,27
6203,6204,2011-09-21,3,0,9,1,0,3,1,1,0.54,0.5152,0.94,0.0,17
6204,6205,2011-09-21,3,0,9,2,0,3,1,1,0.54,0.5152,0.94,0.0,6
6205,6206,2011-09-21,3,0,9,3,0,3,1,2,0.54,0.5152,0.94,0.0896,6
6206,6207,2011-09-21,3,0,9,4,0,3,1,2,0.54,0.5152,1.0,0.1343,7
6207,6208,2011-09-21,3,0,9,5,0,3,1,2,0.54,0.5152,1.0,0.1642,31
6208,6209,2011-09-21,3,0,9,6,0,3,1,2,0.54,0.5152,1.0,0.19399999999999998,117
6209,6210,2011-09-21,3,0,9,7,0,3,1,2,0.54,0.5152,1.0,0.19399999999999998,330
6210,6211,2011-09-21,3,0,9,8,0,3,1,2,0.54,0.5152,1.0,0.1045,462
6211,6212,2011-09-21,3,0,9,9,0,3,1,2,0.56,0.5303,1.0,0.0896,208
6212,6213,2011-09-21,3,0,9,10,0,3,1,2,0.6,0.5455,0.88,0.0,133
6213,6214,2011-09-21,3,0,9,11,0,3,1,2,0.62,0.5758,0.83,0.1642,180
6214,6215,2011-09-21,3,0,9,12,0,3,1,2,0.64,0.5909,0.78,0.0896,193
6215,6216,2011-09-21,3,0,9,13,0,3,1,2,0.66,0.6212,0.74,0.1642,181
6216,6217,2011-09-21,3,0,9,14,0,3,1,2,0.66,0.6212,0.74,0.19399999999999998,179
6217,6218,2011-09-21,3,0,9,15,0,3,1,2,0.66,0.6212,0.74,0.1045,185
6218,6219,2011-09-21,3,0,9,16,0,3,1,2,0.66,0.6212,0.74,0.1045,281
6219,6220,2011-09-21,3,0,9,17,0,3,1,3,0.66,0.6212,0.74,0.1642,536
6220,6221,2011-09-21,3,0,9,18,0,3,1,3,0.64,0.5758,0.83,0.1642,408
6221,6222,2011-09-21,3,0,9,19,0,3,1,3,0.62,0.5455,0.94,0.0,283
6222,6223,2011-09-21,3,0,9,20,0,3,1,3,0.62,0.5455,0.94,0.0,160
6223,6224,2011-09-21,3,0,9,21,0,3,1,2,0.6,0.5,1.0,0.0896,200
6224,6225,2011-09-21,3,0,9,22,0,3,1,2,0.62,0.5455,0.94,0.0,127
6225,6226,2011-09-21,3,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1045,95
6226,6227,2011-09-22,3,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.1045,41
6227,6228,2011-09-22,3,0,9,1,0,4,1,2,0.6,0.5152,0.94,0.0896,11
6228,6229,2011-09-22,3,0,9,2,0,4,1,2,0.6,0.5152,0.94,0.1045,10
6229,6230,2011-09-22,3,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.0896,12
6230,6231,2011-09-22,3,0,9,4,0,4,1,2,0.6,0.5152,0.94,0.0896,2
6231,6232,2011-09-22,3,0,9,5,0,4,1,2,0.6,0.5152,0.94,0.1045,30
6232,6233,2011-09-22,3,0,9,6,0,4,1,2,0.6,0.5,1.0,0.1343,101
6233,6234,2011-09-22,3,0,9,7,0,4,1,2,0.6,0.5,1.0,0.1045,311
6234,6235,2011-09-22,3,0,9,8,0,4,1,2,0.6,0.5,1.0,0.1642,415
6235,6236,2011-09-22,3,0,9,9,0,4,1,2,0.62,0.5455,0.94,0.19399999999999998,203
6236,6237,2011-09-22,3,0,9,10,0,4,1,2,0.64,0.5758,0.89,0.2239,120
6237,6238,2011-09-22,3,0,9,11,0,4,1,2,0.64,0.5758,0.89,0.19399999999999998,165
6238,6239,2011-09-22,3,0,9,12,0,4,1,2,0.66,0.6061,0.83,0.1642,176
6239,6240,2011-09-22,3,0,9,13,0,4,1,2,0.66,0.6061,0.83,0.19399999999999998,193
6240,6241,2011-09-22,3,0,9,14,0,4,1,2,0.66,0.6061,0.83,0.2239,183
6241,6242,2011-09-22,3,0,9,15,0,4,1,2,0.68,0.6364,0.79,0.1642,181
6242,6243,2011-09-22,3,0,9,16,0,4,1,2,0.68,0.6364,0.74,0.1343,301
6243,6244,2011-09-22,3,0,9,17,0,4,1,2,0.66,0.6061,0.78,0.0896,563
6244,6245,2011-09-22,3,0,9,18,0,4,1,2,0.64,0.5758,0.83,0.1045,551
6245,6246,2011-09-22,3,0,9,19,0,4,1,2,0.64,0.5758,0.89,0.0896,420
6246,6247,2011-09-22,3,0,9,20,0,4,1,2,0.62,0.5455,0.94,0.1343,285
6247,6248,2011-09-22,3,0,9,21,0,4,1,2,0.64,0.5758,0.89,0.0896,221
6248,6249,2011-09-22,3,0,9,22,0,4,1,2,0.62,0.5152,1.0,0.0896,187
6249,6250,2011-09-22,3,0,9,23,0,4,1,2,0.62,0.5455,0.94,0.0,113
6250,6251,2011-09-23,4,0,9,0,0,5,1,2,0.62,0.5455,0.94,0.0896,52
6251,6252,2011-09-23,4,0,9,1,0,5,1,2,0.6,0.5,1.0,0.0,31
6252,6253,2011-09-23,4,0,9,2,0,5,1,2,0.6,0.5,1.0,0.1045,20
6253,6254,2011-09-23,4,0,9,3,0,5,1,2,0.6,0.5,1.0,0.0,8
6254,6255,2011-09-23,4,0,9,4,0,5,1,3,0.6,0.5,1.0,0.0,13
6255,6256,2011-09-23,4,0,9,5,0,5,1,2,0.62,0.5455,0.94,0.0,22
6256,6257,2011-09-23,4,0,9,6,0,5,1,2,0.62,0.5455,0.94,0.0896,104
6257,6258,2011-09-23,4,0,9,7,0,5,1,3,0.62,0.5455,0.94,0.1343,254
6258,6259,2011-09-23,4,0,9,8,0,5,1,3,0.62,0.5455,0.94,0.1343,317
6259,6260,2011-09-23,4,0,9,9,0,5,1,3,0.62,0.5152,1.0,0.1343,111
6260,6261,2011-09-23,4,0,9,10,0,5,1,3,0.62,0.5152,1.0,0.1045,35
6261,6262,2011-09-23,4,0,9,11,0,5,1,3,0.62,0.5152,1.0,0.1045,21
6262,6263,2011-09-23,4,0,9,12,0,5,1,3,0.62,0.5455,0.94,0.1045,29
6263,6264,2011-09-23,4,0,9,13,0,5,1,3,0.6,0.5,1.0,0.0896,34
6264,6265,2011-09-23,4,0,9,14,0,5,1,3,0.6,0.5,1.0,0.0896,24
6265,6266,2011-09-23,4,0,9,15,0,5,1,3,0.62,0.5455,0.94,0.1045,61
6266,6267,2011-09-23,4,0,9,16,0,5,1,3,0.62,0.5455,0.94,0.0,56
6267,6268,2011-09-23,4,0,9,17,0,5,1,2,0.6,0.5,1.0,0.0,99
6268,6269,2011-09-23,4,0,9,18,0,5,1,1,0.6,0.5,1.0,0.0,234
6269,6270,2011-09-23,4,0,9,19,0,5,1,1,0.62,0.5455,0.94,0.1343,248
6270,6271,2011-09-23,4,0,9,20,0,5,1,1,0.6,0.5152,0.94,0.0,179
6271,6272,2011-09-23,4,0,9,21,0,5,1,1,0.6,0.5,1.0,0.1642,138
6272,6273,2011-09-23,4,0,9,22,0,5,1,1,0.6,0.5152,0.94,0.1642,157
6273,6274,2011-09-23,4,0,9,23,0,5,1,2,0.58,0.5455,1.0,0.1343,148
6274,6275,2011-09-24,4,0,9,0,0,6,0,1,0.58,0.5455,1.0,0.0896,93
6275,6276,2011-09-24,4,0,9,1,0,6,0,2,0.58,0.5455,0.94,0.0896,79
6276,6277,2011-09-24,4,0,9,2,0,6,0,2,0.58,0.5455,0.94,0.0896,68
6277,6278,2011-09-24,4,0,9,3,0,6,0,1,0.58,0.5455,0.94,0.0,31
6278,6279,2011-09-24,4,0,9,4,0,6,0,1,0.56,0.5303,0.94,0.1045,8
6279,6280,2011-09-24,4,0,9,5,0,6,0,2,0.56,0.5303,0.94,0.1045,5
6280,6281,2011-09-24,4,0,9,6,0,6,0,2,0.56,0.5303,0.94,0.1045,18
6281,6282,2011-09-24,4,0,9,7,0,6,0,2,0.56,0.5303,0.88,0.1045,46
6282,6283,2011-09-24,4,0,9,8,0,6,0,2,0.58,0.5455,0.9,0.0896,121
6283,6284,2011-09-24,4,0,9,9,0,6,0,2,0.6,0.5455,0.88,0.0896,175
6284,6285,2011-09-24,4,0,9,10,0,6,0,2,0.6,0.5455,0.88,0.0896,293
6285,6286,2011-09-24,4,0,9,11,0,6,0,2,0.62,0.5758,0.83,0.0896,386
6286,6287,2011-09-24,4,0,9,12,0,6,0,2,0.62,0.5758,0.83,0.0896,407
6287,6288,2011-09-24,4,0,9,13,0,6,0,1,0.64,0.5909,0.78,0.0,460
6288,6289,2011-09-24,4,0,9,14,0,6,0,2,0.66,0.6212,0.74,0.1343,390
6289,6290,2011-09-24,4,0,9,15,0,6,0,2,0.66,0.6212,0.74,0.1343,452
6290,6291,2011-09-24,4,0,9,16,0,6,0,2,0.64,0.5909,0.78,0.0896,449
6291,6292,2011-09-24,4,0,9,17,0,6,0,1,0.66,0.6212,0.74,0.1045,426
6292,6293,2011-09-24,4,0,9,18,0,6,0,1,0.64,0.5909,0.78,0.1045,400
6293,6294,2011-09-24,4,0,9,19,0,6,0,1,0.62,0.5606,0.88,0.0,308
6294,6295,2011-09-24,4,0,9,20,0,6,0,1,0.62,0.5758,0.83,0.0,243
6295,6296,2011-09-24,4,0,9,21,0,6,0,1,0.62,0.5758,0.83,0.0896,222
6296,6297,2011-09-24,4,0,9,22,0,6,0,2,0.62,0.5606,0.88,0.0,193
6297,6298,2011-09-24,4,0,9,23,0,6,0,2,0.6,0.5455,0.88,0.0896,150
6298,6299,2011-09-25,4,0,9,0,0,0,0,2,0.6,0.5455,0.88,0.0,173
6299,6300,2011-09-25,4,0,9,1,0,0,0,2,0.6,0.5455,0.88,0.1045,124
6300,6301,2011-09-25,4,0,9,2,0,0,0,3,0.6,0.5152,0.94,0.0,106
6301,6302,2011-09-25,4,0,9,3,0,0,0,3,0.6,0.5152,0.94,0.0,59
6302,6303,2011-09-25,4,0,9,4,0,0,0,3,0.6,0.5152,0.94,0.1343,8
6303,6304,2011-09-25,4,0,9,5,0,0,0,1,0.6,0.5455,0.88,0.0896,3
6304,6305,2011-09-25,4,0,9,6,0,0,0,2,0.6,0.5455,0.88,0.1045,17
6305,6306,2011-09-25,4,0,9,7,0,0,0,2,0.6,0.5152,0.94,0.1343,38
6306,6307,2011-09-25,4,0,9,8,0,0,0,2,0.62,0.5606,0.88,0.0,86
6307,6308,2011-09-25,4,0,9,9,0,0,0,2,0.64,0.5758,0.83,0.0,155
6308,6309,2011-09-25,4,0,9,10,0,0,0,2,0.64,0.5758,0.83,0.0,275
6309,6310,2011-09-25,4,0,9,11,0,0,0,2,0.66,0.6061,0.78,0.1343,361
6310,6311,2011-09-25,4,0,9,12,0,0,0,2,0.66,0.6061,0.78,0.0,413
6311,6312,2011-09-25,4,0,9,13,0,0,0,2,0.68,0.6364,0.74,0.0,369
6312,6313,2011-09-25,4,0,9,14,0,0,0,2,0.66,0.6061,0.78,0.0,347
6313,6314,2011-09-25,4,0,9,15,0,0,0,2,0.66,0.6061,0.78,0.0,353
6314,6315,2011-09-25,4,0,9,16,0,0,0,1,0.7,0.6515,0.7,0.0,464
6315,6316,2011-09-25,4,0,9,17,0,0,0,1,0.68,0.6364,0.74,0.0,420
6316,6317,2011-09-25,4,0,9,18,0,0,0,1,0.68,0.6364,0.74,0.0,404
6317,6318,2011-09-25,4,0,9,19,0,0,0,1,0.64,0.5758,0.83,0.1343,329
6318,6319,2011-09-25,4,0,9,20,0,0,0,1,0.64,0.5758,0.83,0.0896,186
6319,6320,2011-09-25,4,0,9,21,0,0,0,1,0.62,0.5455,0.94,0.0896,137
6320,6321,2011-09-25,4,0,9,22,0,0,0,1,0.62,0.5606,0.88,0.0896,104
6321,6322,2011-09-25,4,0,9,23,0,0,0,2,0.62,0.5455,0.94,0.1045,79
6322,6323,2011-09-26,4,0,9,0,0,1,1,2,0.62,0.5455,0.94,0.0,29
6323,6324,2011-09-26,4,0,9,1,0,1,1,2,0.62,0.5606,0.88,0.1045,17
6324,6325,2011-09-26,4,0,9,2,0,1,1,2,0.62,0.5606,0.88,0.1045,8
6325,6326,2011-09-26,4,0,9,3,0,1,1,2,0.62,0.5455,0.94,0.0,5
6326,6327,2011-09-26,4,0,9,4,0,1,1,2,0.62,0.5455,0.94,0.0896,6
6327,6328,2011-09-26,4,0,9,5,0,1,1,2,0.62,0.5606,0.88,0.0,25
6328,6329,2011-09-26,4,0,9,6,0,1,1,2,0.62,0.5455,0.94,0.0896,113
6329,6330,2011-09-26,4,0,9,7,0,1,1,2,0.62,0.5455,0.94,0.0,332
6330,6331,2011-09-26,4,0,9,8,0,1,1,2,0.62,0.5455,0.94,0.0,355
6331,6332,2011-09-26,4,0,9,9,0,1,1,2,0.64,0.5758,0.89,0.19399999999999998,205
6332,6333,2011-09-26,4,0,9,10,0,1,1,2,0.64,0.5758,0.89,0.19399999999999998,154
6333,6334,2011-09-26,4,0,9,11,0,1,1,1,0.68,0.6364,0.79,0.2239,159
6334,6335,2011-09-26,4,0,9,12,0,1,1,2,0.68,0.6364,0.79,0.1642,209
6335,6336,2011-09-26,4,0,9,13,0,1,1,2,0.7,0.6667,0.74,0.1642,187
6336,6337,2011-09-26,4,0,9,14,0,1,1,1,0.7,0.6515,0.7,0.1642,154
6337,6338,2011-09-26,4,0,9,15,0,1,1,1,0.72,0.6818,0.62,0.1343,209
6338,6339,2011-09-26,4,0,9,16,0,1,1,1,0.7,0.6515,0.65,0.1642,313
6339,6340,2011-09-26,4,0,9,17,0,1,1,1,0.7,0.6515,0.7,0.1343,570
6340,6341,2011-09-26,4,0,9,18,0,1,1,1,0.66,0.6061,0.83,0.1045,553
6341,6342,2011-09-26,4,0,9,19,0,1,1,1,0.66,0.6061,0.82,0.0896,383
6342,6343,2011-09-26,4,0,9,20,0,1,1,1,0.64,0.5758,0.89,0.1343,251
6343,6344,2011-09-26,4,0,9,21,0,1,1,1,0.64,0.5758,0.89,0.1343,182
6344,6345,2011-09-26,4,0,9,22,0,1,1,1,0.62,0.5455,0.94,0.1343,136
6345,6346,2011-09-26,4,0,9,23,0,1,1,1,0.62,0.5455,0.94,0.1343,75
6346,6347,2011-09-27,4,0,9,0,0,2,1,1,0.62,0.5455,0.94,0.1343,37
6347,6348,2011-09-27,4,0,9,1,0,2,1,1,0.62,0.5455,0.94,0.1642,10
6348,6349,2011-09-27,4,0,9,2,0,2,1,1,0.62,0.5455,0.94,0.1045,11
6349,6350,2011-09-27,4,0,9,3,0,2,1,2,0.62,0.5455,0.94,0.0,10
6350,6351,2011-09-27,4,0,9,4,0,2,1,3,0.62,0.5455,0.94,0.0896,8
6351,6352,2011-09-27,4,0,9,5,0,2,1,3,0.62,0.5455,0.94,0.0896,24
6352,6353,2011-09-27,4,0,9,6,0,2,1,2,0.62,0.5455,0.94,0.1045,124
6353,6354,2011-09-27,4,0,9,7,0,2,1,2,0.62,0.5455,0.94,0.1045,249
6354,6355,2011-09-27,4,0,9,8,0,2,1,2,0.64,0.5758,0.89,0.1045,427
6355,6356,2011-09-27,4,0,9,9,0,2,1,3,0.64,0.5758,0.89,0.19399999999999998,193
6356,6357,2011-09-27,4,0,9,10,0,2,1,3,0.64,0.5606,0.94,0.1642,122
6357,6358,2011-09-27,4,0,9,11,0,2,1,2,0.66,0.5909,0.89,0.1045,123
6358,6359,2011-09-27,4,0,9,12,0,2,1,2,0.66,0.5909,0.89,0.1343,162
6359,6360,2011-09-27,4,0,9,13,0,2,1,2,0.7,0.6667,0.74,0.2239,151
6360,6361,2011-09-27,4,0,9,14,0,2,1,2,0.68,0.6364,0.79,0.1045,152
6361,6362,2011-09-27,4,0,9,15,0,2,1,2,0.68,0.6364,0.83,0.0896,205
6362,6363,2011-09-27,4,0,9,16,0,2,1,2,0.66,0.6061,0.83,0.19399999999999998,258
6363,6364,2011-09-27,4,0,9,17,0,2,1,2,0.66,0.5909,0.89,0.19399999999999998,530
6364,6365,2011-09-27,4,0,9,18,0,2,1,2,0.64,0.5758,0.89,0.2239,356
6365,6366,2011-09-27,4,0,9,19,0,2,1,2,0.64,0.5758,0.89,0.1343,320
6366,6367,2011-09-27,4,0,9,20,0,2,1,1,0.62,0.5909,0.78,0.0,238
6367,6368,2011-09-27,4,0,9,21,0,2,1,1,0.6,0.5606,0.83,0.0,196
6368,6369,2011-09-27,4,0,9,22,0,2,1,1,0.6,0.5455,0.88,0.0896,121
6369,6370,2011-09-27,4,0,9,23,0,2,1,1,0.6,0.5455,0.88,0.0896,93
6370,6371,2011-09-28,4,0,9,0,0,3,1,1,0.6,0.5455,0.88,0.0,36
6371,6372,2011-09-28,4,0,9,1,0,3,1,1,0.6,0.5455,0.88,0.0,14
6372,6373,2011-09-28,4,0,9,2,0,3,1,1,0.6,0.5455,0.88,0.2537,9
6373,6374,2011-09-28,4,0,9,3,0,3,1,2,0.6,0.5152,0.94,0.0896,3
6374,6375,2011-09-28,4,0,9,4,0,3,1,1,0.6,0.5455,0.88,0.0,4
6375,6376,2011-09-28,4,0,9,5,0,3,1,2,0.6,0.5152,0.94,0.0,22
6376,6377,2011-09-28,4,0,9,6,0,3,1,3,0.6,0.5152,0.94,0.1642,114
6377,6378,2011-09-28,4,0,9,7,0,3,1,3,0.6,0.5152,0.94,0.1642,185
6378,6379,2011-09-28,4,0,9,8,0,3,1,3,0.62,0.5455,0.94,0.2239,287
6379,6380,2011-09-28,4,0,9,9,0,3,1,3,0.62,0.5455,0.94,0.2239,155
6380,6381,2011-09-28,4,0,9,10,0,3,1,2,0.62,0.5455,0.94,0.0,129
6381,6382,2011-09-28,4,0,9,11,0,3,1,2,0.66,0.6061,0.83,0.1045,151
6382,6383,2011-09-28,4,0,9,12,0,3,1,2,0.68,0.6364,0.79,0.0,184
6383,6384,2011-09-28,4,0,9,13,0,3,1,1,0.7,0.6667,0.74,0.2537,162
6384,6385,2011-09-28,4,0,9,14,0,3,1,1,0.72,0.6818,0.62,0.2537,170
6385,6386,2011-09-28,4,0,9,15,0,3,1,1,0.7,0.6515,0.7,0.1343,181
6386,6387,2011-09-28,4,0,9,16,0,3,1,1,0.7,0.6515,0.7,0.19399999999999998,280
6387,6388,2011-09-28,4,0,9,17,0,3,1,1,0.7,0.6515,0.7,0.2239,591
6388,6389,2011-09-28,4,0,9,18,0,3,1,3,0.66,0.6061,0.83,0.2537,524
6389,6390,2011-09-28,4,0,9,19,0,3,1,3,0.66,0.6061,0.83,0.2537,372
6390,6391,2011-09-28,4,0,9,20,0,3,1,3,0.6,0.5606,0.83,0.2985,102
6391,6392,2011-09-28,4,0,9,21,0,3,1,3,0.6,0.5455,0.88,0.2537,74
6392,6393,2011-09-28,4,0,9,22,0,3,1,1,0.6,0.5455,0.88,0.0896,87
6393,6394,2011-09-28,4,0,9,23,0,3,1,1,0.6,0.5152,0.94,0.1343,71
6394,6395,2011-09-29,4,0,9,0,0,4,1,1,0.6,0.5152,0.94,0.19399999999999998,40
6395,6396,2011-09-29,4,0,9,1,0,4,1,2,0.6,0.5,1.0,0.19399999999999998,23
6396,6397,2011-09-29,4,0,9,2,0,4,1,2,0.6,0.5,1.0,0.19399999999999998,2
6397,6398,2011-09-29,4,0,9,3,0,4,1,2,0.6,0.5152,0.94,0.19399999999999998,8
6398,6399,2011-09-29,4,0,9,4,0,4,1,2,0.6,0.5455,0.88,0.19399999999999998,7
6399,6400,2011-09-29,4,0,9,5,0,4,1,2,0.6,0.5455,0.88,0.1045,22
6400,6401,2011-09-29,4,0,9,6,0,4,1,2,0.6,0.5455,0.88,0.0896,111
6401,6402,2011-09-29,4,0,9,7,0,4,1,1,0.6,0.5455,0.88,0.1343,283
6402,6403,2011-09-29,4,0,9,8,0,4,1,1,0.6,0.5606,0.83,0.0,431
6403,6404,2011-09-29,4,0,9,9,0,4,1,1,0.62,0.5909,0.78,0.2537,225
6404,6405,2011-09-29,4,0,9,10,0,4,1,1,0.64,0.6061,0.65,0.19399999999999998,127
6405,6406,2011-09-29,4,0,9,11,0,4,1,1,0.62,0.6061,0.61,0.19399999999999998,158
6406,6407,2011-09-29,4,0,9,12,0,4,1,1,0.66,0.6212,0.61,0.1642,195
6407,6408,2011-09-29,4,0,9,13,0,4,1,1,0.64,0.6212,0.61,0.19399999999999998,211
6408,6409,2011-09-29,4,0,9,14,0,4,1,1,0.68,0.6364,0.51,0.2985,167
6409,6410,2011-09-29,4,0,9,15,0,4,1,1,0.68,0.6364,0.45,0.3881,227
6410,6411,2011-09-29,4,0,9,16,0,4,1,1,0.68,0.6364,0.41,0.3582,291
6411,6412,2011-09-29,4,0,9,17,0,4,1,1,0.66,0.6212,0.47,0.2985,589
6412,6413,2011-09-29,4,0,9,18,0,4,1,1,0.64,0.6212,0.41,0.2239,584
6413,6414,2011-09-29,4,0,9,19,0,4,1,1,0.62,0.6212,0.5,0.0896,384
6414,6415,2011-09-29,4,0,9,20,0,4,1,1,0.6,0.6212,0.53,0.0896,273
6415,6416,2011-09-29,4,0,9,21,0,4,1,1,0.58,0.5455,0.56,0.0,225
6416,6417,2011-09-29,4,0,9,22,0,4,1,1,0.56,0.5303,0.68,0.0,175
6417,6418,2011-09-29,4,0,9,23,0,4,1,1,0.52,0.5,0.77,0.1045,81
6418,6419,2011-09-30,4,0,9,0,0,5,1,1,0.52,0.5,0.83,0.1045,60
6419,6420,2011-09-30,4,0,9,1,0,5,1,1,0.52,0.5,0.77,0.0896,23
6420,6421,2011-09-30,4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,15
6421,6422,2011-09-30,4,0,9,3,0,5,1,1,0.52,0.5,0.83,0.1045,3
6422,6423,2011-09-30,4,0,9,4,0,5,1,1,0.52,0.5,0.83,0.19399999999999998,8
6423,6424,2011-09-30,4,0,9,5,0,5,1,1,0.52,0.5,0.83,0.19399999999999998,26
6424,6425,2011-09-30,4,0,9,6,0,5,1,1,0.52,0.5,0.83,0.2239,98
6425,6426,2011-09-30,4,0,9,7,0,5,1,1,0.52,0.5,0.83,0.2239,297
6426,6427,2011-09-30,4,0,9,8,0,5,1,1,0.54,0.5152,0.77,0.1343,456
6427,6428,2011-09-30,4,0,9,9,0,5,1,1,0.56,0.5303,0.73,0.19399999999999998,237
6428,6429,2011-09-30,4,0,9,10,0,5,1,1,0.6,0.6061,0.64,0.0,168
6429,6430,2011-09-30,4,0,9,11,0,5,1,1,0.64,0.6212,0.57,0.0896,217
6430,6431,2011-09-30,4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.19399999999999998,254
6431,6432,2011-09-30,4,0,9,13,0,5,1,2,0.66,0.6212,0.47,0.3284,266
6432,6433,2011-09-30,4,0,9,14,0,5,1,2,0.64,0.6212,0.47,0.2985,266
6433,6434,2011-09-30,4,0,9,15,0,5,1,1,0.64,0.6212,0.5,0.2836,245
6434,6435,2011-09-30,4,0,9,16,0,5,1,1,0.62,0.6212,0.53,0.2239,360
6435,6436,2011-09-30,4,0,9,17,0,5,1,1,0.62,0.6212,0.53,0.19399999999999998,591
6436,6437,2011-09-30,4,0,9,18,0,5,1,1,0.58,0.5455,0.49,0.3582,511
6437,6438,2011-09-30,4,0,9,19,0,5,1,1,0.54,0.5152,0.52,0.2836,374
6438,6439,2011-09-30,4,0,9,20,0,5,1,1,0.54,0.5152,0.52,0.2836,230
6439,6440,2011-09-30,4,0,9,21,0,5,1,1,0.52,0.5,0.55,0.19399999999999998,206
6440,6441,2011-09-30,4,0,9,22,0,5,1,1,0.52,0.5,0.55,0.3284,159
6441,6442,2011-09-30,4,0,9,23,0,5,1,1,0.52,0.5,0.55,0.3284,132
6442,6443,2011-10-01,4,0,10,0,0,6,0,1,0.5,0.4848,0.63,0.3881,130
6443,6444,2011-10-01,4,0,10,1,0,6,0,1,0.48,0.4697,0.67,0.3284,58
6444,6445,2011-10-01,4,0,10,2,0,6,0,1,0.46,0.4545,0.63,0.4179,67
6445,6446,2011-10-01,4,0,10,3,0,6,0,1,0.46,0.4545,0.59,0.4179,25
6446,6447,2011-10-01,4,0,10,4,0,6,0,1,0.44,0.4394,0.58,0.4179,8
6447,6448,2011-10-01,4,0,10,5,0,6,0,2,0.44,0.4394,0.62,0.2985,5
6448,6449,2011-10-01,4,0,10,6,0,6,0,1,0.42,0.4242,0.67,0.3284,19
6449,6450,2011-10-01,4,0,10,7,0,6,0,3,0.42,0.4242,0.67,0.2537,36
6450,6451,2011-10-01,4,0,10,8,0,6,0,2,0.4,0.4091,0.76,0.3284,67
6451,6452,2011-10-01,4,0,10,9,0,6,0,3,0.4,0.4091,0.82,0.3582,129
6452,6453,2011-10-01,4,0,10,10,0,6,0,3,0.4,0.4091,0.76,0.3582,121
6453,6454,2011-10-01,4,0,10,11,0,6,0,3,0.38,0.3939,0.82,0.3284,132
6454,6455,2011-10-01,4,0,10,12,0,6,0,2,0.4,0.4091,0.82,0.2537,158
6455,6456,2011-10-01,4,0,10,13,0,6,0,2,0.4,0.4091,0.82,0.3284,125
6456,6457,2011-10-01,4,0,10,14,0,6,0,2,0.42,0.4242,0.71,0.3582,180
6457,6458,2011-10-01,4,0,10,15,0,6,0,2,0.42,0.4242,0.71,0.2836,195
6458,6459,2011-10-01,4,0,10,16,0,6,0,2,0.4,0.4091,0.76,0.2985,223
6459,6460,2011-10-01,4,0,10,17,0,6,0,3,0.4,0.4091,0.76,0.19399999999999998,228
6460,6461,2011-10-01,4,0,10,18,0,6,0,3,0.38,0.3939,0.87,0.2239,140
